time_ns,transaction,phase,location,vc,detail
1929631.0,crypto:coherence,REQ_ROUTER,tile31->tile25,1,plane=0; flits=2
1929631.0,vision:coherence,REQ_ROUTER,tile19->tile13,1,plane=1; flits=2
1929635.0,crypto:coherence,REQ_ROUTER,tile25->tile19,3,plane=0; flits=2
1929635.0,vision:coherence,REQ_ROUTER,tile13->tile7,3,plane=1; flits=2
1929637.5,vision:coherence,END_REQ,tile7,,COHERENCE_PROBE
1929639.0,crypto:coherence,REQ_ROUTER,tile19->tile13,3,plane=1; flits=2
1929643.0,crypto:coherence,REQ_ROUTER,tile13->tile7,1,plane=2; flits=2
1929644.5,vision:coherence,BEGIN_RESP,tile7,,COHERENCE_PROBE
1929645.5,crypto:coherence,END_REQ,tile7,,COHERENCE_PROBE
1929647.0,vision:coherence,RESP_ROUTER,tile7->tile8,1,plane=1; flits=1
1929651.0,vision:coherence,RESP_ROUTER,tile8->tile9,3,plane=0; flits=1
1929652.5,crypto:coherence,BEGIN_RESP,tile7,,COHERENCE_PROBE
1929655.0,crypto:coherence,RESP_ROUTER,tile7->tile8,3,plane=1; flits=1
1929655.0,vision:coherence,RESP_ROUTER,tile9->tile10,3,plane=0; flits=1
1929659.0,crypto:coherence,RESP_ROUTER,tile8->tile9,1,plane=1; flits=1
1929659.0,vision:coherence,RESP_ROUTER,tile10->tile11,3,plane=0; flits=1
1929663.0,crypto:coherence,RESP_ROUTER,tile9->tile15,2,plane=0; flits=1
1929663.0,vision:coherence,RESP_ROUTER,tile11->tile17,0,plane=1; flits=1
1929667.0,crypto:coherence,RESP_ROUTER,tile15->tile21,2,plane=0; flits=1
1929667.0,vision:coherence,RESP_ROUTER,tile17->tile23,0,plane=1; flits=1
1929668.5,vision:coherence,END_RESP,tile23,,COHERENCE_PROBE
1929668.5,vision:dma_write,BEGIN_REQ,tile23,,DMA_WRITE
1929671.0,crypto:coherence,RESP_ROUTER,tile21->tile27,2,plane=0; flits=1
1929671.0,vision:dma_write,REQ_ROUTER,tile23->tile22,2,plane=1; flits=2048
1929675.0,crypto:coherence,RESP_ROUTER,tile27->tile33,2,plane=0; flits=1
1929676.5,crypto:coherence,END_RESP,tile33,,COHERENCE_PROBE
1929676.5,crypto:dma_read,BEGIN_REQ,tile33,,DMA_READ
1929679.0,crypto:dma_read,REQ_ROUTER,tile33->tile32,3,plane=0; flits=2
1929683.0,crypto:dma_read,REQ_ROUTER,tile32->tile31,3,plane=0; flits=2
1929687.0,crypto:dma_read,REQ_ROUTER,tile31->tile25,2,plane=0; flits=2
1929689.5,crypto:dma_read,END_REQ,tile25,,DMA_READ
1931785.0,vision:dma_write,REQ_ROUTER,tile22->tile21,0,plane=2; flits=2048
1933899.0,vision:dma_write,REQ_ROUTER,tile21->tile20,0,plane=2; flits=2048
1936013.0,vision:dma_write,REQ_ROUTER,tile20->tile19,2,plane=1; flits=2048
1938127.0,vision:dma_write,REQ_ROUTER,tile19->tile25,1,plane=0; flits=2048
1940239.0,vision:dma_write,END_REQ,tile25,,DMA_WRITE
1941275.0,vision:dma_write,BEGIN_RESP,tile25,,DMA_WRITE
1941277.0,vision:dma_write,RESP_ROUTER,tile25->tile26,1,plane=0; flits=1
1941281.0,vision:dma_write,RESP_ROUTER,tile26->tile27,3,plane=0; flits=1
1941285.0,vision:dma_write,RESP_ROUTER,tile27->tile28,3,plane=0; flits=1
1941289.0,vision:dma_write,RESP_ROUTER,tile28->tile29,1,plane=0; flits=1
1941293.0,vision:dma_write,RESP_ROUTER,tile29->tile23,1,plane=0; flits=1
1941294.5,vision:dma_write,END_RESP,tile23,,DMA_WRITE
1941294.5,vision:irq_raise,BEGIN_REQ,tile23,,IRQ_RAISE
1941297.0,vision:irq_raise,REQ_ROUTER,tile23->tile22,3,plane=1; flits=1
1941301.0,vision:irq_raise,REQ_ROUTER,tile22->tile21,1,plane=2; flits=1
1941305.0,vision:irq_raise,REQ_ROUTER,tile21->tile20,1,plane=2; flits=1
1941309.0,vision:irq_raise,REQ_ROUTER,tile20->tile19,3,plane=1; flits=1
1941313.0,vision:irq_raise,REQ_ROUTER,tile19->tile18,1,plane=0; flits=1
1941317.0,vision:irq_raise,REQ_ROUTER,tile18->tile12,3,plane=0; flits=1
1941321.0,vision:irq_raise,REQ_ROUTER,tile12->tile6,3,plane=0; flits=1
1941325.0,vision:irq_raise,REQ_ROUTER,tile6->tile0,3,plane=0; flits=1
1941326.5,vision:irq_raise,END_REQ,tile0,,IRQ_RAISE
1941330.5,vision:irq_raise,BEGIN_RESP,tile0,,IRQ_RAISE
1941333.0,vision:irq_raise,RESP_ROUTER,tile0->tile1,1,plane=1; flits=1
1941337.0,vision:irq_raise,RESP_ROUTER,tile1->tile2,3,plane=0; flits=1
1941341.0,vision:irq_raise,RESP_ROUTER,tile2->tile3,1,plane=0; flits=1
1941345.0,vision:irq_raise,RESP_ROUTER,tile3->tile4,1,plane=0; flits=1
1941349.0,vision:irq_raise,RESP_ROUTER,tile4->tile5,1,plane=0; flits=1
